,car,Date,Dealer_Name,Dealer_Region,Company,Model,Engine,Transmission,Color_car,Body Style,Price
8378,C_CND_008379,11/20/2022,Star Enterprises Inc,Pasco,CMP_011,Sebring Coupe,DoubleÂ Overhead Camshaft,Auto,Pale White,Sedan,"$46,000 "
8379,C_CND_008380,11/20/2022,Suburban Ford,Janesville,CMP_001,Windstar,DoubleÂ Overhead Camshaft,Auto,Pale White,Sedan,"$19,000 "
8380,C_CND_008381,11/20/2022,Tri-State Mack Inc,Scottsdale,CMP_018,Jetta,DoubleÂ Overhead Camshaft,Auto,Red,Passenger,"$33,000 "
8381,C_CND_008382,11/20/2022,U-Haul CO,Austin,CMP_014,Odyssey,Overhead Camshaft,Manual,Pale White,Passenger,"$54,000 "
8382,C_CND_008383,11/20/2022,Buddy Storbeck's Diesel Service Inc,Middletown,CMP_009,Cougar,DoubleÂ Overhead Camshaft,Auto,Black,Hatchback,"$33,000 "
8383,C_CND_008384,11/20/2022,McKinney Dodge Chrysler Jeep,Austin,CMP_021,SL-Class,Overhead Camshaft,Manual,Black,Hardtop,"$38,001 "
8384,C_CND_008385,11/20/2022,Capitol KIA,Greenville,CMP_008,Quest,Overhead Camshaft,Manual,Black,SUV,"$12,000 "
8385,C_CND_008386,11/20/2022,Ryder Truck Rental and Leasing,Middletown,CMP_008,Xterra,DoubleÂ Overhead Camshaft,Auto,Black,Passenger,"$26,000 "
8386,C_CND_008387,11/20/2022,Race Car Help,Austin,CMP_007,Prizm,Overhead Camshaft,Manual,Black,Hardtop,"$16,000 "
8387,C_CND_008388,11/20/2022,Scrivener Performance Engineering,Greenville,CMP_008,Quest,DoubleÂ Overhead Camshaft,Auto,Pale White,SUV,"$32,000 "
8388,C_CND_008389,11/20/2022,Star Enterprises Inc,Pasco,CMP_024,Grand Am,DoubleÂ Overhead Camshaft,Auto,Red,SUV,"$31,000 "
8389,C_CND_008390,11/20/2022,Suburban Ford,Janesville,CMP_030,Wrangler,DoubleÂ Overhead Camshaft,Auto,Red,Hatchback,"$13,750 "
8390,C_CND_008391,11/20/2022,Tri-State Mack Inc,Scottsdale,CMP_001,Taurus,Overhead Camshaft,Manual,Black,SUV,"$69,000 "
8391,C_CND_008392,11/20/2022,U-Haul CO,Austin,CMP_010,328i,Overhead Camshaft,Manual,Red,Sedan,"$21,000 "
8392,C_CND_008393,11/20/2022,Buddy Storbeck's Diesel Service Inc,Middletown,CMP_006,Diamante,DoubleÂ Overhead Camshaft,Auto,Black,Hatchback,"$18,000 "
8393,C_CND_008394,11/20/2022,C & M Motors Inc,Aurora,CMP_009,Villager,DoubleÂ Overhead Camshaft,Auto,Black,Passenger,"$28,250 "
8394,C_CND_008395,11/20/2022,Capitol KIA,Greenville,CMP_026,Bravada,DoubleÂ Overhead Camshaft,Auto,Black,Hatchback,"$26,000 "
8395,C_CND_008396,11/20/2022,Chrysler of Tri-Cities,Pasco,CMP_011,LHS,DoubleÂ Overhead Camshaft,Auto,Pale White,Hatchback,"$20,000 "
8396,C_CND_008397,11/20/2022,Chrysler Plymouth,Janesville,CMP_007,Corvette,DoubleÂ Overhead Camshaft,Auto,Red,SUV,"$35,000 "
8397,C_CND_008398,11/20/2022,Ryder Truck Rental and Leasing,Middletown,CMP_011,Concorde,DoubleÂ Overhead Camshaft,Auto,Pale White,Hardtop,"$42,000 "
8398,C_CND_008399,11/20/2022,Clay Johnson Auto Sales,Austin,CMP_025,Navigator,DoubleÂ Overhead Camshaft,Auto,Black,Sedan,"$19,000 "
8399,C_CND_008400,11/20/2022,Diehl Motor CO Inc,Middletown,CMP_004,Land Cruiser,DoubleÂ Overhead Camshaft,Auto,Red,SUV,"$33,100 "
8400,C_CND_008401,11/20/2022,Enterprise Rent A Car,Aurora,CMP_023,C70,DoubleÂ Overhead Camshaft,Auto,Black,Hatchback,"$12,000 "
8401,C_CND_008402,11/20/2022,Gartner Buick Hyundai Saab,Greenville,CMP_027,GS400,DoubleÂ Overhead Camshaft,Auto,Pale White,Hatchback,"$25,000 "
8402,C_CND_008403,11/20/2022,Hatfield Volkswagen,Pasco,CMP_007,Corvette,DoubleÂ Overhead Camshaft,Auto,Red,SUV,"$45,000 "
8403,C_CND_008404,11/20/2022,Iceberg Rentals,Janesville,CMP_008,Maxima,Overhead Camshaft,Manual,Pale White,Sedan,"$22,000 "
8404,C_CND_008405,11/20/2022,McKinney Dodge Chrysler Jeep,Scottsdale,CMP_026,Aurora,Overhead Camshaft,Manual,Red,Passenger,"$71,000 "
8405,C_CND_008406,11/20/2022,Motor Vehicle Branch Office,Austin,CMP_024,Sunfire,Overhead Camshaft,Manual,Red,Sedan,"$43,000 "
8406,C_CND_008407,11/20/2022,Nebo Chevrolet,Middletown,CMP_027,LS400,DoubleÂ Overhead Camshaft,Auto,Black,Sedan,"$39,000 "
8407,C_CND_008408,11/20/2022,New Castle Ford Lincoln Mercury,Aurora,CMP_026,Cutlass,DoubleÂ Overhead Camshaft,Auto,Red,Sedan,"$15,000 "
8408,C_CND_008409,11/20/2022,Pars Auto Sales,Greenville,CMP_016,A6,Overhead Camshaft,Manual,Black,SUV,"$25,000 "
8409,C_CND_008410,11/20/2022,Pitre Buick-Pontiac-Gmc of Scottsdale,Pasco,CMP_002,Viper,DoubleÂ Overhead Camshaft,Auto,Red,SUV,"$31,000 "
8410,C_CND_008411,11/20/2022,Chrysler of Tri-Cities,Aurora,CMP_027,GS400,DoubleÂ Overhead Camshaft,Auto,Pale White,Hatchback,"$25,000 "
8411,C_CND_008412,11/20/2022,Chrysler Plymouth,Greenville,CMP_006,3000GT,DoubleÂ Overhead Camshaft,Auto,Red,Sedan,"$19,000 "
8412,C_CND_008413,11/20/2022,Classic Chevy,Pasco,CMP_008,Altima,DoubleÂ Overhead Camshaft,Auto,Red,Hatchback,"$21,000 "
8413,C_CND_008414,11/20/2022,Clay Johnson Auto Sales,Janesville,CMP_001,Contour,DoubleÂ Overhead Camshaft,Auto,Red,Sedan,"$19,000 "
8414,C_CND_008415,11/20/2022,Diehl Motor CO Inc,Scottsdale,CMP_010,528i,Overhead Camshaft,Manual,Pale White,SUV,"$14,000 "
8415,C_CND_008416,11/20/2022,Enterprise Rent A Car,Austin,CMP_023,S40,Overhead Camshaft,Manual,Red,Sedan,"$22,000 "
8416,C_CND_008417,11/20/2022,Gartner Buick Hyundai Saab,Middletown,CMP_006,Diamante,DoubleÂ Overhead Camshaft,Auto,Pale White,Hatchback,"$21,500 "
8417,C_CND_008418,11/20/2022,Hatfield Volkswagen,Aurora,CMP_028,Prowler,DoubleÂ Overhead Camshaft,Auto,Pale White,Hatchback,"$27,000 "
8418,C_CND_008419,11/20/2022,Iceberg Rentals,Greenville,CMP_030,Grand Cherokee,DoubleÂ Overhead Camshaft,Auto,Pale White,SUV,"$36,000 "
8419,C_CND_008420,11/20/2022,McKinney Dodge Chrysler Jeep,Pasco,CMP_009,Cougar,Overhead Camshaft,Manual,Pale White,Hatchback,"$28,000 "
8420,C_CND_008421,11/20/2022,Motor Vehicle Branch Office,Janesville,CMP_020,SL,DoubleÂ Overhead Camshaft,Auto,Black,SUV,"$11,000 "
8421,C_CND_008422,11/20/2022,Nebo Chevrolet,Scottsdale,CMP_007,Lumina,Overhead Camshaft,Manual,Black,Passenger,"$42,000 "
8422,C_CND_008423,11/20/2022,New Castle Ford Lincoln Mercury,Austin,CMP_021,SLK230,Overhead Camshaft,Manual,Pale White,Hatchback,"$14,000 "
8423,C_CND_008424,11/20/2022,Pars Auto Sales,Janesville,CMP_004,Sienna,Overhead Camshaft,Manual,Black,Passenger,"$12,000 "
8424,C_CND_008425,11/20/2022,Pitre Buick-Pontiac-Gmc of Scottsdale,Scottsdale,CMP_001,Crown Victoria,DoubleÂ Overhead Camshaft,Auto,Black,Passenger,"$11,000 "
8425,C_CND_008426,11/20/2022,Progressive Shippers Cooperative Association No,Austin,CMP_025,Navigator,DoubleÂ Overhead Camshaft,Auto,Pale White,Sedan,"$27,000 "
8426,C_CND_008427,11/20/2022,Rabun Used Car Sales,Middletown,CMP_001,Explorer,DoubleÂ Overhead Camshaft,Auto,Black,Hatchback,"$22,000 "
8427,C_CND_008428,11/20/2022,Race Car Help,Aurora,CMP_018,Jetta,Overhead Camshaft,Manual,Red,Passenger,"$24,000 "
8428,C_CND_008429,11/20/2022,Ryder Truck Rental and Leasing,Greenville,CMP_003,Catera,DoubleÂ Overhead Camshaft,Auto,Pale White,Hatchback,"$75,000 "
8429,C_CND_008430,11/20/2022,Saab-Belle Dodge,Pasco,CMP_002,Avenger,DoubleÂ Overhead Camshaft,Auto,Black,Passenger,"$16,000 "
8430,C_CND_008431,11/20/2022,Scrivener Performance Engineering,Janesville,CMP_018,Passat,DoubleÂ Overhead Camshaft,Auto,Black,Hatchback,"$21,000 "
8431,C_CND_008432,11/20/2022,Star Enterprises Inc,Scottsdale,CMP_007,Impala,Overhead Camshaft,Manual,Red,Hatchback,"$22,000 "
8432,C_CND_008433,11/20/2022,C & M Motors Inc,Aurora,CMP_023,S70,DoubleÂ Overhead Camshaft,Auto,Pale White,Hardtop,"$20,500 "
8433,C_CND_008434,11/20/2022,Chrysler Plymouth,Janesville,CMP_006,Montero Sport,Overhead Camshaft,Manual,Red,Hardtop,"$29,000 "
8434,C_CND_008435,11/20/2022,U-Haul CO,Aurora,CMP_008,Frontier,DoubleÂ Overhead Camshaft,Auto,Pale White,Hatchback,"$18,000 "
8435,C_CND_008436,11/21/2022,Star Enterprises Inc,Pasco,CMP_007,Corvette,DoubleÂ Overhead Camshaft,Auto,Red,SUV,"$45,000 "
8436,C_CND_008437,11/21/2022,Suburban Ford,Janesville,CMP_011,LHS,DoubleÂ Overhead Camshaft,Auto,Pale White,Hatchback,"$21,000 "
8437,C_CND_008438,11/21/2022,Tri-State Mack Inc,Scottsdale,CMP_013,Sonata,Overhead Camshaft,Manual,Red,SUV,"$21,000 "
8438,C_CND_008439,11/21/2022,U-Haul CO,Austin,CMP_026,Cutlass,DoubleÂ Overhead Camshaft,Auto,Red,Sedan,"$15,000 "
8439,C_CND_008440,11/21/2022,Progressive Shippers Cooperative Association No,Janesville,CMP_004,Land Cruiser,DoubleÂ Overhead Camshaft,Auto,Red,SUV,"$12,001 "
8440,C_CND_008441,11/21/2022,Rabun Used Car Sales,Austin,CMP_024,Firebird,Overhead Camshaft,Manual,Black,Hatchback,"$43,001 "
8441,C_CND_008442,11/21/2022,Race Car Help,Austin,CMP_001,Contour,DoubleÂ Overhead Camshaft,Auto,Pale White,Sedan,"$62,001 "
8442,C_CND_008443,11/21/2022,Ryder Truck Rental and Leasing,Middletown,CMP_001,Mustang,Overhead Camshaft,Manual,Red,Hatchback,"$43,501 "
8443,C_CND_008444,11/21/2022,Saab-Belle Dodge,Aurora,CMP_025,Navigator,DoubleÂ Overhead Camshaft,Auto,Black,Sedan,"$19,001 "
8444,C_CND_008445,11/21/2022,Scrivener Performance Engineering,Greenville,CMP_018,Golf,Overhead Camshaft,Manual,Pale White,Hatchback,"$17,001 "
8445,C_CND_008446,11/21/2022,Star Enterprises Inc,Pasco,CMP_010,328i,DoubleÂ Overhead Camshaft,Auto,Black,Sedan,"$18,001 "
8446,C_CND_008447,11/21/2022,Suburban Ford,Janesville,CMP_026,Alero,Overhead Camshaft,Manual,Black,Hatchback,"$17,000 "
8447,C_CND_008448,11/21/2022,Tri-State Mack Inc,Scottsdale,CMP_019,Park Avenue,DoubleÂ Overhead Camshaft,Auto,Pale White,Hatchback,"$62,000 "
8448,C_CND_008449,11/21/2022,U-Haul CO,Austin,CMP_018,Passat,DoubleÂ Overhead Camshaft,Auto,Pale White,Hatchback,"$32,000 "
8449,C_CND_008450,11/21/2022,Buddy Storbeck's Diesel Service Inc,Middletown,CMP_024,Sunfire,Overhead Camshaft,Manual,Red,Sedan,"$43,000 "
8450,C_CND_008451,11/21/2022,C & M Motors Inc,Aurora,CMP_004,Land Cruiser,DoubleÂ Overhead Camshaft,Auto,Red,SUV,"$12,000 "
8451,C_CND_008452,11/21/2022,Capitol KIA,Greenville,CMP_018,Jetta,Overhead Camshaft,Manual,Red,Passenger,"$24,000 "
8452,C_CND_008453,11/21/2022,Chrysler of Tri-Cities,Pasco,CMP_002,Durango,Overhead Camshaft,Manual,Pale White,SUV,"$27,000 "
8453,C_CND_008454,11/21/2022,Chrysler Plymouth,Janesville,CMP_025,Continental,Overhead Camshaft,Manual,Pale White,Passenger,"$27,000 "
8454,C_CND_008455,11/21/2022,Classic Chevy,Austin,CMP_002,Ram Pickup,DoubleÂ Overhead Camshaft,Auto,Red,Hatchback,"$39,000 "
8455,C_CND_008456,11/21/2022,Clay Johnson Auto Sales,Austin,CMP_011,Sebring Coupe,DoubleÂ Overhead Camshaft,Auto,Pale White,Sedan,"$46,000 "
8456,C_CND_008457,11/21/2022,Buddy Storbeck's Diesel Service Inc,Middletown,CMP_002,Stratus,DoubleÂ Overhead Camshaft,Auto,Red,Hatchback,"$31,001 "
8457,C_CND_008458,11/21/2022,C & M Motors Inc,Aurora,CMP_002,Intrepid,DoubleÂ Overhead Camshaft,Auto,Red,Sedan,"$31,001 "
8458,C_CND_008459,11/21/2022,Capitol KIA,Greenville,CMP_019,Park Avenue,DoubleÂ Overhead Camshaft,Auto,Black,Hatchback,"$61,001 "
8459,C_CND_008460,11/21/2022,Chrysler of Tri-Cities,Pasco,CMP_002,Viper,Overhead Camshaft,Manual,Black,SUV,"$26,001 "
8460,C_CND_008461,11/21/2022,Chrysler Plymouth,Janesville,CMP_010,328i,DoubleÂ Overhead Camshaft,Auto,Black,Sedan,"$18,001 "
8461,C_CND_008462,11/21/2022,Classic Chevy,Scottsdale,CMP_026,Bravada,DoubleÂ Overhead Camshaft,Auto,Red,Hatchback,"$19,001 "
8462,C_CND_008463,11/21/2022,Clay Johnson Auto Sales,Austin,CMP_008,Maxima,Overhead Camshaft,Manual,Pale White,Sedan,"$22,501 "
8463,C_CND_008464,11/21/2022,U-Haul CO,Austin,CMP_008,Pathfinder,DoubleÂ Overhead Camshaft,Auto,Red,Hardtop,"$31,500 "
8464,C_CND_008465,11/21/2022,Tri-State Mack Inc,Scottsdale,CMP_023,S70,DoubleÂ Overhead Camshaft,Auto,Black,Hardtop,"$26,001 "
8465,C_CND_008466,11/21/2022,Gartner Buick Hyundai Saab,Greenville,CMP_011,300M,DoubleÂ Overhead Camshaft,Auto,Red,SUV,"$16,001 "
8466,C_CND_008467,11/21/2022,Hatfield Volkswagen,Pasco,CMP_023,C70,DoubleÂ Overhead Camshaft,Auto,Black,Hatchback,"$49,001 "
8467,C_CND_008468,11/21/2022,Race Car Help,Austin,CMP_008,Pathfinder,Overhead Camshaft,Manual,Red,Hardtop,"$11,500 "
8468,C_CND_008469,11/21/2022,McKinney Dodge Chrysler Jeep,Scottsdale,CMP_003,Eldorado,DoubleÂ Overhead Camshaft,Auto,Red,Passenger,"$31,001 "
8469,C_CND_008470,11/21/2022,Motor Vehicle Branch Office,Austin,CMP_020,LW,Overhead Camshaft,Manual,Red,Hatchback,"$49,001 "
8470,C_CND_008471,11/21/2022,Nebo Chevrolet,Middletown,CMP_013,Sonata,Overhead Camshaft,Manual,Black,SUV,"$15,001 "
8471,C_CND_008472,11/21/2022,New Castle Ford Lincoln Mercury,Aurora,CMP_009,Sable,DoubleÂ Overhead Camshaft,Auto,Pale White,Sedan,"$26,001 "
8472,C_CND_008473,11/21/2022,Pars Auto Sales,Greenville,CMP_008,Maxima,Overhead Camshaft,Manual,Red,Sedan,"$29,001 "
8473,C_CND_008474,11/21/2022,Pitre Buick-Pontiac-Gmc of Scottsdale,Pasco,CMP_018,Jetta,DoubleÂ Overhead Camshaft,Auto,Red,Passenger,"$16,001 "
8474,C_CND_008475,11/21/2022,Progressive Shippers Cooperative Association No,Janesville,CMP_024,Bonneville,DoubleÂ Overhead Camshaft,Auto,Red,Hatchback,"$19,001 "
8475,C_CND_008476,11/21/2022,Rabun Used Car Sales,Scottsdale,CMP_007,Monte Carlo,Overhead Camshaft,Manual,Black,Hatchback,"$44,001 "
8476,C_CND_008477,11/21/2022,Race Car Help,Austin,CMP_026,Aurora,Overhead Camshaft,Manual,Red,Passenger,"$71,001 "
8477,C_CND_008478,11/21/2022,Chrysler of Tri-Cities,Pasco,CMP_002,Stratus,Overhead Camshaft,Manual,Red,Hatchback,"$25,500 "
8478,C_CND_008479,11/21/2022,Chrysler Plymouth,Janesville,CMP_004,Camry,Overhead Camshaft,Manual,Black,Hatchback,"$34,000 "
8479,C_CND_008480,11/21/2022,Classic Chevy,Scottsdale,CMP_009,Villager,Overhead Camshaft,Manual,Pale White,Passenger,"$14,000 "
8480,C_CND_008481,11/21/2022,Clay Johnson Auto Sales,Austin,CMP_007,Metro,Overhead Camshaft,Manual,Pale White,Passenger,"$13,000 "
8481,C_CND_008482,11/21/2022,Diehl Motor CO Inc,Middletown,CMP_029,5-Sep,Overhead Camshaft,Manual,Pale White,Hatchback,"$28,000 "
8482,C_CND_008483,11/21/2022,Enterprise Rent A Car,Aurora,CMP_021,SLK230,Overhead Camshaft,Manual,Pale White,Hatchback,"$14,500 "
8483,C_CND_008484,11/21/2022,Gartner Buick Hyundai Saab,Greenville,CMP_008,Xterra,Overhead Camshaft,Manual,Red,Passenger,"$31,000 "
8484,C_CND_008485,11/21/2022,Hatfield Volkswagen,Pasco,CMP_001,Crown Victoria,DoubleÂ Overhead Camshaft,Auto,Red,Passenger,"$29,000 "
8485,C_CND_008486,11/21/2022,Iceberg Rentals,Janesville,CMP_027,LS400,Overhead Camshaft,Manual,Red,Sedan,"$25,000 "
8486,C_CND_008487,11/21/2022,McKinney Dodge Chrysler Jeep,Scottsdale,CMP_021,CL500,Overhead Camshaft,Manual,Red,SUV,"$29,000 "
8487,C_CND_008488,11/21/2022,Motor Vehicle Branch Office,Austin,CMP_027,GS400,DoubleÂ Overhead Camshaft,Auto,Black,Hatchback,"$12,000 "
8488,C_CND_008489,11/21/2022,Motor Vehicle Branch Office,Austin,CMP_028,Breeze,DoubleÂ Overhead Camshaft,Auto,Pale White,Hardtop,"$22,001 "
8489,C_CND_008490,11/21/2022,New Castle Ford Lincoln Mercury,Aurora,CMP_006,Diamante,Overhead Camshaft,Manual,Red,Hatchback,"$19,000 "
8490,C_CND_008491,11/21/2022,Pars Auto Sales,Greenville,CMP_024,Bonneville,DoubleÂ Overhead Camshaft,Auto,Red,Hatchback,"$19,000 "
8491,C_CND_008492,11/21/2022,Pitre Buick-Pontiac-Gmc of Scottsdale,Pasco,CMP_006,Diamante,DoubleÂ Overhead Camshaft,Auto,Pale White,Hatchback,"$21,000 "
8492,C_CND_008493,11/21/2022,Progressive Shippers Cooperative Association No,Janesville,CMP_008,Frontier,Overhead Camshaft,Manual,Pale White,Hatchback,"$20,700 "
8493,C_CND_008494,11/21/2022,New Castle Ford Lincoln Mercury,Aurora,CMP_018,Beetle,DoubleÂ Overhead Camshaft,Auto,Red,Hardtop,"$45,001 "
8494,C_CND_008495,11/21/2022,Race Car Help,Austin,CMP_005,RL,Overhead Camshaft,Manual,Red,SUV,"$17,000 "
8495,C_CND_008496,11/21/2022,Ryder Truck Rental and Leasing,Middletown,CMP_011,LHS,DoubleÂ Overhead Camshaft,Auto,Black,Hatchback,"$26,000 "
8496,C_CND_008497,11/21/2022,Saab-Belle Dodge,Aurora,CMP_025,Continental,Overhead Camshaft,Manual,Black,Passenger,"$18,000 "
8497,C_CND_008498,11/21/2022,Scrivener Performance Engineering,Greenville,CMP_008,Xterra,DoubleÂ Overhead Camshaft,Auto,Black,Passenger,"$9,000 "
8498,C_CND_008499,11/21/2022,Progressive Shippers Cooperative Association No,Janesville,CMP_024,Bonneville,Overhead Camshaft,Manual,Red,Hatchback,"$11,000 "
8499,C_CND_008500,11/21/2022,Scrivener Performance Engineering,Greenville,CMP_007,Malibu,DoubleÂ Overhead Camshaft,Auto,Black,Hardtop,"$16,000 "
8500,C_CND_008501,11/21/2022,Tri-State Mack Inc,Scottsdale,CMP_007,Malibu,DoubleÂ Overhead Camshaft,Auto,Pale White,Hardtop,"$25,000 "
8501,C_CND_008502,11/21/2022,Ryder Truck Rental and Leasing,Middletown,CMP_007,Impala,DoubleÂ Overhead Camshaft,Auto,Black,Hatchback,"$21,000 "
8502,C_CND_008503,11/21/2022,Saab-Belle Dodge,Aurora,CMP_022,S-Type,Overhead Camshaft,Manual,Pale White,Passenger,"$20,000 "
8503,C_CND_008504,11/21/2022,Scrivener Performance Engineering,Greenville,CMP_008,Maxima,Overhead Camshaft,Manual,Pale White,Sedan,"$54,000 "
8504,C_CND_008505,11/21/2022,Star Enterprises Inc,Pasco,CMP_024,Sunfire,Overhead Camshaft,Manual,Red,Sedan,"$43,000 "
8505,C_CND_008506,11/21/2022,Suburban Ford,Janesville,CMP_026,Cutlass,Overhead Camshaft,Manual,Pale White,Sedan,"$41,000 "
8506,C_CND_008507,11/21/2022,Race Car Help,Austin,CMP_002,Ram Pickup,DoubleÂ Overhead Camshaft,Auto,Pale White,Hardtop,"$45,000 "
8507,C_CND_008508,11/21/2022,U-Haul CO,Austin,CMP_010,323i,DoubleÂ Overhead Camshaft,Auto,Red,Hatchback,"$22,000 "
8508,C_CND_008509,11/21/2022,Progressive Shippers Cooperative Association No,Janesville,CMP_001,Mustang,Overhead Camshaft,Manual,Red,Hatchback,"$43,000 "
8509,C_CND_008510,11/21/2022,Rabun Used Car Sales,Scottsdale,CMP_007,Cavalier,Overhead Camshaft,Manual,Pale White,SUV,"$20,000 "
8510,C_CND_008511,11/21/2022,Race Car Help,Austin,CMP_011,300M,DoubleÂ Overhead Camshaft,Auto,Red,SUV,"$16,000 "
8511,C_CND_008512,11/21/2022,Ryder Truck Rental and Leasing,Middletown,CMP_023,S40,DoubleÂ Overhead Camshaft,Auto,Black,Sedan,"$26,000 "
8512,C_CND_008513,11/21/2022,Saab-Belle Dodge,Aurora,CMP_001,Explorer,DoubleÂ Overhead Camshaft,Auto,Pale White,Hatchback,"$18,000 "
8513,C_CND_008514,11/21/2022,Scrivener Performance Engineering,Greenville,CMP_004,Sienna,Overhead Camshaft,Manual,Black,Passenger,"$12,000 "
8514,C_CND_008515,11/21/2022,Star Enterprises Inc,Pasco,CMP_016,A6,DoubleÂ Overhead Camshaft,Auto,Black,SUV,"$27,000 "
8515,C_CND_008516,11/21/2022,Suburban Ford,Janesville,CMP_021,E-Class,DoubleÂ Overhead Camshaft,Auto,Pale White,Sedan,"$31,000 "
8516,C_CND_008517,11/21/2022,Scrivener Performance Engineering,Greenville,CMP_007,Prizm,DoubleÂ Overhead Camshaft,Auto,Red,Hardtop,"$15,000 "
8517,C_CND_008518,11/21/2022,U-Haul CO,Austin,CMP_027,LS400,DoubleÂ Overhead Camshaft,Auto,Pale White,Sedan,"$27,000 "
8518,C_CND_008519,11/21/2022,Buddy Storbeck's Diesel Service Inc,Middletown,CMP_001,Crown Victoria,DoubleÂ Overhead Camshaft,Auto,Red,Passenger,"$29,500 "
8519,C_CND_008520,11/21/2022,Progressive Shippers Cooperative Association No,Greenville,CMP_018,Passat,DoubleÂ Overhead Camshaft,Auto,Red,Hatchback,"$13,500 "
8520,C_CND_008521,11/21/2022,Saab-Belle Dodge,Aurora,CMP_012,Forester,DoubleÂ Overhead Camshaft,Auto,Black,Hardtop,"$22,000 "
8521,C_CND_008522,11/21/2022,Star Enterprises Inc,Pasco,CMP_020,SC,Overhead Camshaft,Manual,Red,Hardtop,"$61,000 "
8522,C_CND_008523,11/21/2022,Tri-State Mack Inc,Scottsdale,CMP_021,SL-Class,Overhead Camshaft,Manual,Red,Hardtop,"$17,000 "
8523,C_CND_008524,11/21/2022,Saab-Belle Dodge,Austin,CMP_016,A6,Overhead Camshaft,Manual,Black,SUV,"$25,000 "
8524,C_CND_008525,11/21/2022,Scrivener Performance Engineering,Middletown,CMP_008,Maxima,Overhead Camshaft,Manual,Pale White,Sedan,"$22,800 "
8525,C_CND_008526,11/21/2022,Star Enterprises Inc,Aurora,CMP_026,Silhouette,Overhead Camshaft,Manual,Red,Sedan,"$34,000 "
8526,C_CND_008527,11/21/2022,Suburban Ford,Greenville,CMP_014,CR-V,DoubleÂ Overhead Camshaft,Auto,Black,SUV,"$31,110 "
8527,C_CND_008528,11/21/2022,Tri-State Mack Inc,Pasco,CMP_014,Civic,DoubleÂ Overhead Camshaft,Auto,Pale White,Hatchback,"$25,650 "
8528,C_CND_008529,11/21/2022,Buddy Storbeck's Diesel Service Inc,Middletown,CMP_001,Focus,Overhead Camshaft,Manual,Red,Hardtop,"$17,500 "
8529,C_CND_008530,11/21/2022,Buddy Storbeck's Diesel Service Inc,Scottsdale,CMP_021,SLK230,Overhead Camshaft,Manual,Red,Hatchback,"$71,000 "
8530,C_CND_008531,11/21/2022,C & M Motors Inc,Austin,CMP_024,Grand Am,DoubleÂ Overhead Camshaft,Auto,Pale White,SUV,"$12,000 "
8531,C_CND_008532,11/21/2022,Capitol KIA,Middletown,CMP_006,Diamante,DoubleÂ Overhead Camshaft,Auto,Black,Hatchback,"$18,000 "
8532,C_CND_008533,11/21/2022,New Castle Ford Lincoln Mercury,Aurora,CMP_008,Pathfinder,DoubleÂ Overhead Camshaft,Auto,Red,Hardtop,"$21,500 "
8533,C_CND_008534,11/21/2022,Chrysler Plymouth,Greenville,CMP_004,RAV4,DoubleÂ Overhead Camshaft,Auto,Pale White,Hatchback,"$27,000 "
8534,C_CND_008535,11/21/2022,Classic Chevy,Pasco,CMP_016,A6,Overhead Camshaft,Manual,Black,SUV,"$25,000 "
8535,C_CND_008536,11/21/2022,Clay Johnson Auto Sales,Janesville,CMP_016,A8,Overhead Camshaft,Manual,Black,Passenger,"$44,500 "
8536,C_CND_008537,11/21/2022,Pitre Buick-Pontiac-Gmc of Scottsdale,Pasco,CMP_011,Concorde,DoubleÂ Overhead Camshaft,Auto,Black,Hardtop,"$12,000 "
8537,C_CND_008538,11/21/2022,Enterprise Rent A Car,Austin,CMP_014,Civic,DoubleÂ Overhead Camshaft,Auto,Pale White,Hatchback,"$25,000 "
8538,C_CND_008539,11/21/2022,Gartner Buick Hyundai Saab,Middletown,CMP_023,S40,Overhead Camshaft,Manual,Red,Sedan,"$17,500 "
8539,C_CND_008540,11/21/2022,Hatfield Volkswagen,Aurora,CMP_003,Eldorado,DoubleÂ Overhead Camshaft,Auto,Black,Passenger,"$60,000 "
8540,C_CND_008541,11/22/2022,Diehl Motor CO Inc,Middletown,CMP_024,Firebird,Overhead Camshaft,Manual,Black,Hatchback,"$43,000 "
8541,C_CND_008542,11/22/2022,Enterprise Rent A Car,Aurora,CMP_002,Stratus,Overhead Camshaft,Manual,Red,Hatchback,"$25,000 "
8542,C_CND_008543,11/22/2022,Gartner Buick Hyundai Saab,Greenville,CMP_008,Quest,Overhead Camshaft,Manual,Black,SUV,"$12,001 "
8543,C_CND_008544,11/22/2022,Hatfield Volkswagen,Pasco,CMP_012,Forester,DoubleÂ Overhead Camshaft,Auto,Black,Hatchback,"$22,001 "
8544,C_CND_008545,11/22/2022,Iceberg Rentals,Janesville,CMP_003,Catera,DoubleÂ Overhead Camshaft,Auto,Pale White,Hatchback,"$75,501 "
8545,C_CND_008546,11/22/2022,McKinney Dodge Chrysler Jeep,Scottsdale,CMP_026,Silhouette,DoubleÂ Overhead Camshaft,Auto,Black,Sedan,"$60,000 "
8546,C_CND_008547,11/22/2022,,Austin,CMP_018,Jetta,DoubleÂ Overhead Camshaft,Auto,Pale White,Passenger,"$38,000 "
8547,C_CND_008548,11/22/2022,Nebo Chevrolet,Middletown,CMP_026,Bravada,Overhead Camshaft,Manual,Black,Hatchback,"$17,000 "
