kohde;jasen;pvknro;sp;ASALUE;IKAL1;V1;V5;V7;V21;V22;V27;V32;V33;V40;V68;V69;V70;V75;H1a_A;H1b_A;H1g_A;H1h_A;H1i_A
51160;1;2;1;2.0;8;0;30;30;0;0;20;580;110;0;0;0;0;0;2.0;2.0;2.0;1.0;2.0
51161;1;1;2;1.0;6;0;40;20;0;0;50;640;110;0;0;0;150;0;1.0;2.0;1.0;2.0;2.0
51161;2;1;1;1.0;7;0;40;0;0;0;20;620;140;0;0;0;250;0;1.0;2.0;1.0;1.0;2.0
51174;1;2;1;1.0;4;00:00;00:00;00:00;00:00;00:00;00:00;08:30;02:30;01:40;00:00;00:00;02:30;00:00;1.0;1.0;1.0;1.0;1.0
51182;1;1;1;1.0;7;0;0;0;0;0;0;450;130;0;0;0;0;0;1.0;1.0;1.0;2.0;1.0
51182;2;1;2;1.0;7;0;20;20;0;0;70;540;140;0;30;0;110;0;1.0;1.0;1.0;1.0;2.0
51183;1;1;2;2.0;5;0;90;50;30;0;30;440;70;0;130;0;60;0;1.0;1.0;1.0;1.0;1.0
51200;1;2;2;1.0;3;0;10;60;80;40;40;360;130;0;0;0;0;20;2.0;1.0;1.0;1.0;2.0
51200;2;2;1;1.0;4;400;0;0;30;30;10;300;180;0;0;0;0;10;2.0;2.0;2.0;1.0;2.0
51211;1;2;1;1.0;4;0;0;0;0;0;0;560;90;0;0;0;170;20;1.0;2.0;1.0;1.0;1.0
51212;1;1;1;1.0;9;0;140;30;0;0;50;540;100;0;30;0;380;0;2.0;1.0;1.0;2.0;1.0
51212;2;1;2;1.0;9;0;20;80;0;0;0;590;100;0;20;0;?;0;1.0;1.0;1.0;2.0;1.0
51213;2;1;2;1.0;6;0;70;20;0;0;0;530;50;0;0;60;320;0;2.0;2.0;1.0;2.0;2.0
51219;1;2;1;1.0;8;0;0;0;0;0;40;580;150;0;60;0;150;0;1.0;2.0;2.0;1.0;2.0
51219;2;2;2;1.0;7;40;50;0;0;0;40;450;130;0;20;0;110;0;1.0;1.0;1.0;1.0;1.0
51231;1;2;2;1.0;5;0;60;?;0;0;90;530;60;0;30;0;260;0;1.0;1.0;2.0;2.0;1.0
51235;1;1;2;1.0;8;0;110;60;0;0;0;550;90;0;?;0;420;0;2.0;1.0;1.0;1.0;2.0
51242;1;1;1;1.0;3;?;00:10;00:10;00:00;00:00;00:20;10:20;01:20;00:00;00:30;00:00;01:40;00:00;1.0;1.0;1.0;1.0;1.0
51242;2;1;2;1.0;4;01:30;00:10;00:00;00:00;00:00;00:30;10:10;01:20;00:00;00:10;00:00;01:50;00:00;1.0;1.0;1.0;1.0;1.0
51244;1;2;2;1.0;7;00:00;01:20;00:20;00:00;00:00;01:00;10:00;01:20;00:00;00:40;00:00;02:30;00:00;2.0;1.0;1.0;1.0;1.0
51248;1;2;2;1.0;4;500;20;0;0;0;10;250;60;0;30;0;270;0;1.0;2.0;2.0;1.0;1.0
51249;1;2;2;1.0;9;0;40;20;0;0;0;640;40;0;120;0;220;0;2.0;2.0;2.0;2.0;2.0
51251;1;1;2;1.0;7;0;20;70;0;0;0;420;190;0;90;0;0;0;1.0;2.0;1.0;1.0;2.0
51251;2;1;1;1.0;8;0;0;0;0;0;0;450;310;0;110;0;0;10;1.0;1.0;2.0;1.0;1.0
51256;1;1;1;3.0;4;0;20;10;0;0;30;330;150;0;0;0;0;20;1.0;2.0;2.0;1.0;2.0
51258;1;1;2;3.0;8;0;20;0;0;0;0;370;140;0;40;70;150;0;2.0;1.0;2.0;2.0;2.0
51260;1;1;2;3.0;6;06:50;00:20;00:30;00:00;00:00;00:00;07:30;00:50;00:00;02:10;00:00;00:30;00:20;1.0;1.0;1.0;1.0;2.0
51261;1;1;2;3.0;4;0;40;10;50;10;10;490;110;0;0;0;70;0;1.0;2.0;2.0;2.0;2.0
51261;2;1;1;3.0;4;680;0;0;0;0;0;450;260;0;0;0;40;0;?;?;?;?;?
51263;1;2;1;1.0;6;0;10;0;0;0;20;610;140;0;0;0;180;0;2.0;2.0;2.0;2.0;1.0
51263;2;2;2;1.0;5;450;50;20;0;0;0;540;70;0;30;0;120;0;?;?;?;?;?
51266;2;1;1;3.0;6;0;0;0;0;0;0;600;10;0;0;0;?;0;2.0;2.0;2.0;2.0;1.0
51269;1;1;2;1.0;6;0;50;80;0;0;0;470;200;0;20;0;70;0;2.0;1.0;2.0;2.0;2.0
51269;2;1;1;1.0;6;0;0;0;0;0;0;440;120;0;0;0;140;0;2.0;1.0;1.0;2.0;1.0
51273;1;1;1;1.0;6;0;0;0;0;0;0;620;160;0;130;0;70;0;1.0;1.0;1.0;1.0;2.0
51273;2;1;2;1.0;9;0;70;0;0;0;0;400;70;0;50;110;180;50;2.0;2.0;1.0;1.0;2.0
51274;1;2;1;1.0;9;0;20;20;0;0;50;550;110;0;160;70;160;0;1.0;1.0;1.0;1.0;1.0
51274;2;2;2;1.0;9;0;30;0;0;0;0;540;90;0;110;70;160;0;1.0;1.0;1.0;1.0;1.0
51275;1;1;1;1.0;9;0;0;0;0;0;60;590;150;?;60;30;180;0;2.0;1.0;2.0;2.0;2.0
51277;1;1;1;1.0;6;0;0;0;0;0;0;450;10;0;40;520;220;0;2.0;2.0;2.0;2.0;2.0
51279;1;1;2;1.0;9;00:00;00:00;01:00;00:00;00:00;02:00;09:50;01:10;00:00;01:00;00:00;05:30;00:10;2.0;2.0;2.0;1.0;2.0
51281;1;2;2;2.0;8;0;0;10;0;0;0;570;40;0;0;90;0;0;60.0;0.0;240.0;0.0;120.0
51281;2;2;1;2.0;9;0;0;0;0;0;0;560;110;0;0;0;280;0;60.0;240.0;60.0;60.0;60.0
51284;1;2;2;1.0;8;0;30;30;0;0;0;540;120;0;90;60;60;0;2.0;2.0;2.0;2.0;2.0
51284;2;2;1;1.0;8;0;30;0;0;0;0;480;180;0;90;60;60;0;2.0;2.0;2.0;2.0;2.0
51288;2;1;1;1.0;6;0;30;10;0;0;40;300;330;0;110;40;0;0;1.0;1.0;1.0;1.0;1.0
51290;1;2;1;1.0;7;0;0;0;0;0;120;120;60;0;0;0;0;0;2.0;1.0;1.0;1.0;1.0
51290;2;2;2;1.0;7;0;0;0;0;0;210;120;130;0;0;0;0;0;1.0;1.0;1.0;1.0;2.0
51294;1;2;1;3.0;6;360;0;0;?;0;120;470;90;0;20;0;210;20;2.0;1.0;1.0;1.0;2.0
51294;2;2;2;3.0;6;300;10;10;0;0;130;430;40;0;10;20;170;30;2.0;1.0;2.0;2.0;2.0
51302;1;2;1;1.0;8;0;40;0;0;0;30;390;120;0;90;0;210;0;1.0;1.0;1.0;1.0;1.0
51304;1;2;1;1.0;4;890;0;0;0;0;0;360;110;0;0;0;30;0;2.0;2.0;2.0;2.0;1.0
51304;2;2;2;1.0;4;0;30;20;170;10;90;520;90;0;100;0;0;0;2.0;2.0;2.0;1.0;2.0
51309;1;1;1;1.0;3;0;40;0;0;0;10;640;90;0;30;0;100;0;2.0;2.0;1.0;2.0;1.0
51313;1;1;1;2.0;5;470;10;0;0;0;0;360;80;0;30;0;150;0;1.0;2.0;2.0;1.0;1.0
51313;2;1;2;2.0;5;380;50;10;0;?;10;350;100;0;0;0;140;0;1.0;2.0;1.0;1.0;1.0
51314;1;2;2;1.0;7;0;70;30;0;0;20;540;200;0;0;0;310;0;2.0;2.0;2.0;2.0;2.0
51314;2;2;1;1.0;7;0;60;0;0;0;30;680;60;0;130;0;300;0;2.0;2.0;2.0;2.0;2.0
51321;1;1;2;1.0;8;0;50;30;0;0;50;540;130;0;70;0;220;20;2.0;1.0;1.0;2.0;2.0
51321;2;1;1;1.0;8;0;0;20;0;0;40;520;140;0;120;0;260;20;?;?;?;?;?
51326;1;1;2;1.0;7;0;130;30;0;0;20;540;110;0;60;0;110;0;2.0;1.0;1.0;1.0;1.0
51326;2;1;1;1.0;8;0;10;0;0;0;10;540;110;0;30;0;210;10;?;?;?;?;?
51327;1;2;2;2.0;6;?;30;20;0;0;30;470;60;0;60;0;40;20;1.0;1.0;1.0;1.0;2.0
51327;2;2;1;2.0;7;480;40;0;0;0;0;400;120;0;30;0;90;0;2.0;2.0;1.0;2.0;1.0
51328;1;2;1;1.0;7;0;0;0;0;0;0;530;60;0;130;0;180;0;2.0;2.0;2.0;2.0;1.0
51328;2;2;2;1.0;6;0;80;0;0;0;0;650;70;0;50;0;90;10;2.0;1.0;2.0;1.0;1.0
51336;1;1;2;1.0;5;0;20;0;0;0;0;240;80;0;110;0;40;10;1.0;2.0;1.0;1.0;2.0
51341;1;2;1;1.0;5;0;0;0;0;0;0;610;90;0;0;0;170;0;1.0;1.0;1.0;1.0;1.0
51345;1;2;1;1.0;6;470;60;10;20;0;0;520;120;0;20;0;60;0;1.0;1.0;2.0;2.0;1.0
51345;2;2;2;1.0;5;480;30;0;20;0;20;500;90;0;30;0;70;0;1.0;1.0;2.0;1.0;1.0
51347;1;1;1;1.0;5;470;0;0;0;?;20;460;50;0;0;0;40;0;1.0;1.0;1.0;2.0;2.0
51347;2;1;2;1.0;5;600;0;0;0;0;10;520;60;0;10;0;100;0;1.0;1.0;1.0;2.0;2.0
51350;1;2;2;1.0;6;400;30;0;0;0;0;550;70;0;0;0;100;30;1.0;1.0;1.0;1.0;?
51350;2;2;1;1.0;7;0;10;10;0;0;10;490;140;0;0;0;210;20;2.0;1.0;1.0;1.0;1.0
51351;1;2;1;3.0;7;0;0;0;0;0;200;580;150;0;40;0;0;0;2.0;2.0;2.0;1.0;1.0
51353;1;1;2;1.0;5;0;20;50;10;20;0;600;70;0;0;0;0;0;2.0;2.0;2.0;1.0;?
51353;2;1;1;1.0;5;0;20;10;20;0;0;800;70;0;0;0;0;0;1.0;1.0;1.0;1.0;1.0
51358;1;2;1;1.0;5;1150;0;0;0;0;0;290;0;0;0;0;0;0;1.0;2.0;1.0;1.0;1.0
51358;2;2;2;1.0;4;0;60;70;120;20;0;450;90;0;0;0;310;10;2.0;1.0;2.0;1.0;2.0
51361;1;1;2;1.0;6;370;30;10;0;0;110;500;130;0;0;0;60;50;1.0;1.0;2.0;2.0;2.0
51361;2;1;1;1.0;6;0;70;0;0;0;110;570;50;0;30;0;160;0;1.0;2.0;2.0;1.0;2.0
51364;1;2;2;3.0;5;0;80;40;0;0;0;710;60;0;60;0;90;0;1.0;1.0;2.0;1.0;1.0
51364;2;2;1;3.0;6;50;10;0;0;20;0;480;70;0;110;0;70;0;1.0;2.0;2.0;1.0;1.0
51365;1;1;2;1.0;7;0;70;0;0;0;30;410;120;0;0;0;200;0;1.0;1.0;2.0;1.0;2.0
51365;2;1;1;1.0;7;340;0;0;0;0;40;400;80;0;0;0;270;0;2.0;1.0;2.0;2.0;1.0
51366;1;2;2;3.0;8;0;60;10;0;0;0;540;100;0;0;0;300;150;2.0;1.0;2.0;?;2.0
51366;2;2;1;3.0;9;0;40;0;0;0;0;480;110;0;50;10;340;0;2.0;1.0;2.0;2.0;2.0
51367;1;1;1;1.0;3;520;0;0;0;0;0;440;80;0;0;0;100;0;2.0;2.0;2.0;1.0;2.0
51369;1;1;2;2.0;5;590;30;10;0;0;60;390;30;0;0;0;200;0;1.0;2.0;2.0;1.0;1.0
51369;2;1;1;2.0;6;430;0;0;0;0;0;440;150;0;70;0;110;0;1.0;2.0;2.0;1.0;1.0
51378;1;1;1;1.0;8;0;10;0;0;0;0;540;140;0;0;0;410;0;2.0;1.0;2.0;2.0;1.0
51378;2;1;2;1.0;8;0;120;50;0;0;0;540;80;0;0;10;110;0;?;1.0;2.0;2.0;1.0
51389;1;1;1;1.0;8;0;0;0;0;0;0;480;90;0;50;0;220;0;2.0;1.0;2.0;1.0;1.0
51389;2;1;2;1.0;8;0;70;0;0;0;0;520;40;0;160;0;40;0;2.0;1.0;2.0;1.0;2.0
51391;1;1;2;1.0;9;0;50;30;0;0;0;510;60;0;120;0;250;70;?;1.0;1.0;2.0;1.0
51392;1;1;2;1.0;6;0;10;20;0;0;0;?;10;0;?;0;180;40;1.0;2.0;1.0;2.0;1.0
51392;2;1;1;1.0;5;0;10;0;0;0;20;760;30;?;0;0;140;0;1.0;1.0;2.0;2.0;1.0
51396;1;2;1;1.0;6;0;0;0;0;0;0;630;210;0;60;0;?;0;1.0;1.0;1.0;1.0;1.0
51407;1;2;1;1.0;7;0;60;0;0;0;10;560;120;0;0;0;470;0;2.0;2.0;2.0;1.0;2.0
51410;1;1;2;1.0;4;0;120;20;20;40;30;380;40;0;0;0;140;0;1.0;2.0;2.0;1.0;1.0
51415;1;2;2;1.0;5;350;0;0;0;0;0;480;40;0;0;0;0;0;1.0;2.0;2.0;1.0;2.0
51418;1;1;1;3.0;7;0;40;20;0;0;0;540;90;0;0;0;350;30;2.0;2.0;2.0;1.0;?
51420;1;2;2;2.0;7;0;30;20;0;0;50;480;50;0;50;0;230;10;2.0;2.0;2.0;1.0;2.0
51420;2;2;1;2.0;8;0;0;10;0;0;0;670;90;0;50;0;130;0;2.0;1.0;2.0;1.0;2.0
51421;1;1;1;3.0;9;01:50;00:00;00:00;00:00;00:00;00:00;10:00;01:40;00:00;03:30;00:00;03:40;00:00;2.0;2.0;2.0;2.0;1.0
51421;2;1;1;3.0;7;15:10;00:00;00:00;00:00;00:00;00:00;07:30;01:20;00:00;00:00;00:00;00:00;00:00;1.0;2.0;2.0;1.0;1.0
51429;2;2;2;1.0;5;400;50;0;0;0;70;440;70;0;40;0;0;0;2.0;2.0;2.0;1.0;2.0
51433;1;2;1;1.0;5;08:30;00:00;00:00;00:00;00:00;00:00;07:20;00:50;00:00;00:00;00:00;01:30;00:00;1.0;2.0;2.0;1.0;2.0
51434;1;2;2;2.0;7;0;50;10;0;0;40;570;80;0;50;0;90;50;1.0;1.0;1.0;1.0;1.0
51436;1;1;2;1.0;4;240;0;0;0;0;0;630;50;0;80;0;50;0;2.0;2.0;2.0;2.0;2.0
51437;1;2;2;1.0;6;460;20;0;0;0;10;530;80;0;20;0;40;0;1.0;1.0;1.0;1.0;1.0
51440;1;2;1;1.0;7;50;30;0;0;0;40;610;70;0;80;0;210;10;2.0;2.0;2.0;2.0;1.0
51440;2;2;2;1.0;7;0;50;20;0;0;10;530;50;0;50;0;230;20;2.0;1.0;2.0;1.0;1.0
51442;1;1;2;3.0;5;310;30;10;0;0;10;390;80;0;40;0;10;30;1.0;2.0;2.0;1.0;1.0
51442;2;1;1;3.0;5;650;0;0;0;0;0;380;110;0;60;0;40;70;1.0;1.0;2.0;2.0;1.0
51450;1;1;1;1.0;9;0;40;0;0;0;0;580;60;0;0;20;130;10;2.0;2.0;2.0;2.0;2.0
51456;1;1;1;1.0;4;09:10;00:00;00:10;00:00;00:30;01:10;06:10;01:50;00:00;00:10;00:00;01:20;00:10;?;?;?;?;?
51456;2;1;2;1.0;4;03:00;01:10;00:10;00:10;00:30;00:50;08:00;01:30;00:00;03:30;00:00;01:00;00:20;1.0;2.0;2.0;1.0;1.0
51459;1;2;2;3.0;7;0;100;20;0;0;0;490;110;0;0;0;360;0;2.0;1.0;1.0;2.0;2.0
51459;2;2;1;3.0;7;0;0;0;0;0;0;620;100;0;140;0;280;0;2.0;2.0;2.0;2.0;2.0
51462;1;1;2;2.0;6;400;30;0;0;0;0;620;90;0;0;0;200;0;2.0;1.0;2.0;2.0;1.0
51467;1;2;1;1.0;8;0;10;0;0;0;0;540;50;0;110;30;160;0;2.0;2.0;2.0;1.0;2.0
51467;2;2;2;1.0;8;0;60;0;0;0;50;560;60;0;60;140;90;30;2.0;1.0;2.0;1.0;2.0
51473;1;1;1;1.0;4;00:00;00:00;00:00;00:00;00:00;00:00;14:20;00:40;00:00;00:00;00:00;04:30;00:00;1.0;1.0;1.0;1.0;2.0
51477;1;2;1;3.0;8;0;20;0;0;0;80;540;80;0;50;40;150;0;2.0;2.0;2.0;1.0;2.0
51479;1;2;1;3.0;6;300;0;0;0;0;0;620;130;0;30;0;110;0;1.0;1.0;2.0;2.0;1.0
51479;2;2;2;3.0;6;0;20;10;0;0;20;510;130;0;70;20;30;0;1.0;1.0;2.0;1.0;1.0
51480;1;1;2;1.0;7;0;40;10;0;0;60;710;80;0;20;0;70;10;1.0;1.0;2.0;2.0;2.0
51480;2;1;1;1.0;8;0;10;10;0;0;50;570;40;0;230;50;90;0;1.0;2.0;2.0;2.0;2.0
51484;1;1;2;1.0;4;390;0;0;0;0;0;500;20;0;0;0;0;0;1.0;1.0;2.0;1.0;2.0
51484;2;1;1;1.0;4;510;0;0;0;0;0;390;80;0;0;0;360;0;1.0;2.0;2.0;1.0;1.0
51493;1;2;2;1.0;6;0;30;20;0;0;0;680;70;0;50;0;100;30;180.0;0.0;0.0;0.0;120.0
51493;2;2;1;1.0;7;0;10;10;0;0;20;630;80;0;100;0;240;0;60.0;0.0;0.0;180.0;0.0
51494;1;2;1;1.0;5;400;0;0;0;0;20;390;50;0;20;0;190;0;2.0;2.0;2.0;2.0;2.0
51494;2;2;2;1.0;5;450;0;0;0;0;20;270;70;0;10;0;220;0;2.0;2.0;2.0;2.0;2.0
51495;1;1;1;1.0;5;0;20;10;30;90;110;520;210;0;0;0;190;0;1.0;1.0;2.0;1.0;1.0
51495;2;1;2;1.0;4;0;80;0;250;60;70;410;110;0;0;0;180;40;1.0;1.0;1.0;1.0;2.0
51496;1;1;2;2.0;4;0;50;40;260;140;0;540;70;0;0;0;60;10;2.0;2.0;2.0;1.0;1.0
51496;2;1;1;2.0;4;460;0;0;0;0;?;450;110;0;30;0;170;0;2.0;2.0;2.0;1.0;1.0
51497;1;1;1;1.0;9;0;0;0;0;0;0;650;80;0;130;0;350;0;1.0;1.0;1.0;1.0;1.0
51497;2;1;2;1.0;9;0;?;10;0;0;0;590;70;0;130;0;300;0;1.0;2.0;?;1.0;1.0
51503;1;2;1;1.0;5;520;40;0;0;0;?;380;150;0;30;0;90;0;1.0;2.0;1.0;1.0;1.0
51507;1;1;1;1.0;5;0;40;0;0;0;30;580;70;0;30;10;80;0;1.0;1.0;1.0;1.0;1.0
51507;2;1;2;1.0;5;0;40;0;0;0;40;590;70;0;40;0;60;0;1.0;1.0;1.0;1.0;1.0
51509;1;1;1;3.0;7;0;70;10;0;0;0;530;50;0;0;0;220;0;2.0;2.0;2.0;2.0;2.0
51513;1;2;2;1.0;5;490;30;10;10;0;0;450;90;0;0;0;80;40;1.0;2.0;1.0;2.0;1.0
51513;2;2;1;1.0;6;340;20;0;0;0;60;530;90;0;0;0;120;10;1.0;2.0;2.0;1.0;1.0
51515;1;2;1;1.0;6;470;0;0;0;0;20;470;60;0;0;0;190;0;1.0;2.0;2.0;2.0;1.0
51517;1;2;2;1.0;8;0;120;50;0;0;0;610;110;0;30;0;90;0;1.0;1.0;1.0;1.0;1.0
51517;2;2;1;1.0;8;0;40;0;0;0;0;610;130;0;0;0;140;0;2.0;2.0;1.0;2.0;1.0
51524;1;1;1;1.0;6;0;0;30;0;0;40;590;100;0;130;70;140;0;2.0;2.0;1.0;1.0;2.0
51533;1;1;2;1.0;6;400;10;30;0;0;0;430;80;0;0;0;0;0;1.0;1.0;1.0;1.0;2.0
51534;1;1;1;2.0;7;0;0;10;0;0;0;640;110;0;160;0;150;0;1.0;1.0;1.0;1.0;1.0
51534;2;1;2;2.0;5;0;30;0;0;0;0;620;90;0;110;0;50;50;1.0;1.0;1.0;1.0;1.0
51535;1;2;2;1.0;5;510;10;0;30;0;0;430;70;0;90;0;50;0;1.0;1.0;1.0;1.0;1.0
51535;2;2;1;1.0;5;500;10;0;0;0;0;520;50;0;40;0;130;0;1.0;1.0;2.0;1.0;1.0
51536;1;2;1;1.0;4;0;0;0;0;0;30;810;20;0;0;0;320;0;1.0;2.0;1.0;1.0;1.0
51539;1;2;2;3.0;5;0;40;0;0;0;0;?;170;0;10;0;100;0;2.0;2.0;1.0;1.0;2.0
51539;2;2;1;3.0;5;0;0;?;0;0;0;630;180;0;0;0;130;0;2.0;2.0;2.0;1.0;2.0
51541;1;1;1;1.0;6;0;20;30;0;0;80;530;100;0;0;0;170;20;1.0;1.0;1.0;2.0;1.0
51541;2;1;2;1.0;6;0;20;0;0;0;80;560;70;0;40;0;50;80;1.0;1.0;2.0;1.0;1.0
51543;1;2;2;1.0;5;0;70;30;80;0;40;610;110;0;40;0;0;0;2.0;2.0;2.0;1.0;2.0
51543;2;2;1;1.0;6;640;0;0;0;0;0;620;80;0;30;0;0;0;?;?;?;?;?
51545;1;2;2;1.0;4;0;0;0;30;0;100;510;60;0;0;0;130;10;1.0;1.0;2.0;1.0;1.0
51545;2;2;1;1.0;5;0;10;0;140;0;110;490;60;0;0;0;330;0;1.0;1.0;1.0;1.0;1.0
51566;1;2;1;2.0;6;490;10;20;0;0;0;430;100;0;0;0;260;0;1.0;1.0;1.0;1.0;1.0
51566;2;2;2;2.0;6;450;?;20;0;0;10;370;100;0;0;0;0;20;1.0;1.0;1.0;1.0;1.0
51567;1;2;2;1.0;6;0;80;0;0;0;20;490;10;0;350;0;210;0;2.0;2.0;2.0;1.0;2.0
51569;1;1;2;2.0;5;0;10;40;60;40;0;470;140;0;80;0;170;0;2.0;1.0;2.0;1.0;1.0
51569;2;1;1;2.0;6;0;40;?;30;60;0;540;80;0;80;0;170;0;1.0;1.0;2.0;1.0;1.0
51579;1;2;1;3.0;4;0;?;0;0;0;0;580;60;0;0;0;540;0;1.0;2.0;2.0;1.0;2.0
51579;2;2;2;3.0;3;410;0;?;0;0;0;680;20;0;20;0;50;?;1.0;2.0;1.0;1.0;1.0
51590;1;1;2;1.0;3;30;10;0;160;130;0;650;60;0;30;0;160;0;1.0;2.0;2.0;2.0;2.0
51590;2;1;1;1.0;3;0;10;0;40;30;10;540;40;0;40;0;10;0;2.0;2.0;2.0;2.0;2.0
51592;1;2;1;1.0;3;0;20;0;0;0;0;710;40;0;0;0;250;0;1.0;2.0;1.0;1.0;2.0
51594;1;2;1;3.0;5;640;40;0;0;0;40;480;40;0;10;0;40;0;2.0;2.0;2.0;1.0;1.0
51601;1;1;2;1.0;6;30;50;0;10;0;90;530;90;0;10;0;80;0;1.0;1.0;2.0;?;2.0
51601;2;1;1;1.0;7;240;0;0;0;0;90;560;60;0;20;0;340;0;?;?;?;?;?
51610;1;2;1;1.0;5;0;0;0;0;0;0;550;140;0;0;0;120;0;2.0;2.0;2.0;2.0;1.0
51610;2;2;2;1.0;5;0;60;30;0;0;30;550;130;0;100;0;90;0;2.0;1.0;2.0;1.0;2.0
51613;1;2;1;1.0;8;0;0;0;0;0;0;430;120;0;230;0;210;20;2.0;2.0;2.0;2.0;2.0
51613;2;2;2;1.0;7;0;60;40;0;0;0;480;90;0;180;0;70;10;2.0;1.0;1.0;1.0;2.0
51615;1;1;1;3.0;8;0;0;0;0;0;0;560;60;0;40;0;120;0;60.0;120.0;180.0;0.0;0.0
51615;2;1;2;3.0;7;0;50;10;0;0;70;560;80;0;100;?;90;0;120.0;0.0;60.0;0.0;0.0
51619;1;1;1;1.0;8;0;0;0;0;0;50;510;100;0;0;0;190;0;2.0;2.0;2.0;2.0;1.0
51620;1;2;1;1.0;8;0;70;10;0;0;20;470;80;0;10;0;250;0;2.0;2.0;2.0;2.0;2.0
51625;1;1;2;1.0;5;460;0;10;0;0;0;350;70;0;0;0;40;0;1.0;1.0;2.0;2.0;2.0
51625;2;1;1;1.0;5;400;10;0;0;0;0;?;20;0;?;0;190;0;?;?;?;?;?
51631;1;1;1;3.0;5;410;20;0;0;0;0;490;70;0;20;0;90;0;1.0;2.0;1.0;1.0;1.0
51631;2;1;2;3.0;5;0;50;10;20;0;60;510;170;0;10;0;20;0;2.0;2.0;1.0;1.0;1.0
51633;1;1;1;3.0;6;09:20;00:00;00:00;00:00;00:00;00:40;07:20;01:00;00:00;00:10;00:00;01:50;00:00;?;?;?;?;?
51633;2;1;2;3.0;6;00:00;00:20;00:00;00:00;00:00;00:40;09:40;01:20;00:00;01:10;00:00;03:30;00:00;2.0;2.0;2.0;1.0;1.0
51635;1;2;1;1.0;9;0;0;0;0;0;0;770;80;0;0;0;550;0;?;?;?;?;?
51635;2;2;2;1.0;7;0;100;50;0;0;50;430;?;0;100;0;290;0;2.0;1.0;2.0;2.0;2.0
51636;1;1;2;1.0;7;0;30;10;0;0;90;670;70;0;0;0;0;0;2.0;2.0;2.0;2.0;1.0
51636;2;1;1;1.0;7;0;30;0;0;0;0;660;60;0;70;0;170;0;1.0;2.0;2.0;1.0;2.0
51637;1;2;1;1.0;4;07:20;00:00;00:00;00:00;00:00;00:00;08:30;02:20;00:00;00:00;00:00;00:00;00:00;1.0;2.0;1.0;1.0;1.0
51637;2;2;2;1.0;4;07:30;00:00;00:00;00:00;00:00;00:00;10:00;01:10;00:00;00:00;00:00;00:00;00:00;?;?;?;?;?
51640;1;2;2;2.0;7;0;20;0;0;0;40;680;100;0;0;0;170;0;2.0;1.0;2.0;2.0;2.0
51640;2;2;1;2.0;7;0;10;20;0;0;0;560;60;0;20;0;410;0;2.0;2.0;2.0;2.0;2.0
51645;1;1;1;1.0;4;00:00;00:30;00:30;03:00;00:30;00:00;07:50;03:40;00:00;00:00;00:00;00:00;00:00;2.0;2.0;?;1.0;2.0
51645;2;1;2;1.0;4;00:00;01:10;01:10;01:40;00:30;00:00;07:50;03:20;00:00;00:20;00:00;00:00;00:10;2.0;2.0;?;1.0;2.0
51655;1;1;1;1.0;7;0;10;0;0;0;0;370;50;0;120;0;40;10;1.0;2.0;1.0;1.0;2.0
51655;2;1;2;1.0;7;0;10;10;0;0;0;450;70;0;70;0;190;10;1.0;1.0;1.0;1.0;1.0
51657;1;2;1;1.0;8;0;0;0;0;0;0;700;90;0;30;0;90;0;2.0;2.0;2.0;2.0;2.0
51657;2;2;2;1.0;8;0;60;40;0;0;10;640;180;0;30;10;110;30;2.0;1.0;1.0;1.0;2.0
51659;1;1;1;3.0;9;0;10;10;0;0;0;520;50;0;120;0;30;60;2.0;1.0;1.0;1.0;2.0
51659;2;1;2;3.0;8;0;20;10;0;0;80;520;40;0;70;0;70;0;?;?;?;?;?
51661;1;2;2;1.0;5;0;240;20;0;0;20;410;100;0;0;0;110;0;2.0;1.0;2.0;1.0;2.0
51661;2;2;1;1.0;5;0;?;0;0;0;0;420;70;0;0;0;80;0;2.0;2.0;2.0;2.0;2.0
51667;1;1;2;2.0;5;460;30;10;50;0;30;470;70;0;0;0;70;0;1.0;1.0;2.0;1.0;1.0
51673;1;2;2;2.0;5;0;70;20;0;0;20;880;80;0;0;0;120;0;2.0;1.0;2.0;1.0;1.0
51673;2;2;1;2.0;5;360;10;0;0;0;40;510;50;0;0;0;170;0;2.0;2.0;2.0;2.0;1.0
51675;1;1;1;1.0;6;0;30;10;0;0;30;470;110;0;50;0;150;10;2.0;2.0;1.0;1.0;1.0
51675;2;1;2;1.0;6;0;0;10;0;0;20;460;150;0;220;0;130;0;1.0;2.0;1.0;1.0;2.0
51679;1;1;1;1.0;5;0;30;10;0;0;40;550;80;0;110;0;340;0;1.0;1.0;2.0;1.0;1.0
51679;2;1;2;1.0;5;?;20;0;0;0;30;420;250;0;40;0;0;0;1.0;1.0;1.0;1.0;1.0
51682;1;1;1;3.0;8;0;80;10;0;0;20;500;80;0;60;0;50;10;2.0;1.0;1.0;1.0;1.0
51684;1;2;2;1.0;4;0;40;10;120;90;20;550;90;0;0;0;150;10;1.0;1.0;1.0;1.0;2.0
51684;2;2;1;1.0;5;430;10;0;70;40;0;530;90;0;0;0;150;0;2.0;2.0;2.0;1.0;1.0
51688;1;2;2;1.0;9;0;60;30;0;0;0;440;100;0;200;450;?;0;2.0;2.0;2.0;2.0;2.0
51689;1;1;2;2.0;5;340;10;0;30;0;90;490;50;0;0;0;60;0;2.0;1.0;2.0;1.0;1.0
